event_year,event_name,team_number,team_match_id,team_match_seq,auto_scale_cube,auto_exchange_cube,auto_switch_cube,home_switch_cube,opp_switch_cube,scale_cube,exchange_cube,climb,assist,piggyback_climb_boolean
2018,"Pacific Northwest District Championship",3711,8473,7,0,0,1,0,0,1,6,0,0,0
2018,"Pacific Northwest District Championship",3223,8215,7,0,0,0,0,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",2521,8217,8,0,0,0,0,0,5,2,0,0,0
2018,"Pacific Northwest District Championship",2906,8649,1,0,0,0,1,0,0,0,0,0,0
2018,"Pacific Northwest District Championship",2930,8310,3,0,0,1,1,0,0,4,0,0,0
2018,"Pacific Northwest District Championship",2930,7943,1,1,0,0,3,0,2,0,0,0,0
2018,"Pacific Northwest District Championship",2910,7945,4,1,0,0,1,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",5450,7947,5,0,0,0,0,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",360,7936,2,0,0,1,0,2,2,0,0,0,0
2018,"Pacific Northwest District Championship",2733,7949,3,0,0,1,4,0,4,0,0,0,0
2018,"Pacific Northwest District Championship",5468,7957,6,0,0,1,4,2,0,0,0,0,0
2018,"Pacific Northwest District Championship",1540,7965,1,0,0,0,2,0,3,2,0,0,0
2018,"Pacific Northwest District Championship",2976,8598,4,0,0,2,2,3,0,5,0,0,0
2018,"Pacific Northwest District Championship",2930,8600,7,1,0,0,0,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",4469,8404,2,0,0,1,7,0,0,3,0,0,0
2018,"Pacific Northwest District Championship",360,8602,4,0,0,1,1,2,0,0,0,0,1
2018,"Pacific Northwest District Championship",1983,8148,1,0,0,1,0,0,8,0,0,0,0
2018,"Pacific Northwest District Championship",3826,8578,2,0,0,0,0,0,2,0,0,0,0
2018,"Pacific Northwest District Championship",2605,8580,2,0,0,0,3,0,0,5,0,0,0
2018,"Pacific Northwest District Championship",1778,8582,3,0,0,1,0,5,0,1,0,0,0
2018,"Pacific Northwest District Championship",2522,8416,1,0,0,1,0,0,0,8,0,0,0
2018,"Pacific Northwest District Championship",6443,8243,1,0,0,0,3,0,0,2,0,0,0
2018,"Pacific Northwest District Championship",2147,8586,5,0,0,0,0,4,2,1,0,0,0
2018,"Pacific Northwest District Championship",2976,8588,3,0,0,2,0,3,0,9,0,0,0
2018,"Pacific Northwest District Championship",5920,8160,2,0,0,1,2,0,0,9,0,0,0
2018,"Pacific Northwest District Championship",1359,8596,3,0,0,0,2,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",2906,8344,4,0,0,2,4,0,0,6,0,0,0
2018,"Pacific Northwest District Championship",4662,8499,1,0,0,0,0,0,0,2,0,0,0
2018,"Pacific Northwest District Championship",4512,8324,2,0,0,0,2,0,1,0,0,0,0
2018,"Pacific Northwest District Championship",957,8326,4,0,0,1,0,1,3,1,0,0,0
2018,"Pacific Northwest District Championship",6465,8328,2,0,0,1,0,2,0,0,0,0,0
2018,"Pacific Northwest District Championship",4131,8330,5,0,0,0,4,0,0,3,0,0,1
2018,"Pacific Northwest District Championship",3238,8334,5,0,0,0,3,0,0,2,0,0,0
2018,"Pacific Northwest District Championship",2928,8336,5,0,0,1,1,0,2,0,0,0,0
2018,"Pacific Northwest District Championship",2990,8338,1,0,0,1,1,0,2,6,0,0,0
2018,"Pacific Northwest District Championship",1778,8340,6,0,0,0,0,0,1,3,0,0,0
2018,"Pacific Northwest District Championship",6445,8543,1,0,0,0,4,0,0,5,0,0,0
2018,"Pacific Northwest District Championship",6465,8085,3,0,0,1,1,6,0,0,0,0,0
2018,"Pacific Northwest District Championship",2990,8089,7,0,0,1,0,0,2,0,0,0,0
2018,"Pacific Northwest District Championship",5468,8521,1,0,0,0,2,0,5,2,0,0,0
2018,"Pacific Northwest District Championship",997,8093,1,0,0,0,0,4,1,0,0,0,0
2018,"Pacific Northwest District Championship",1983,8198,2,0,0,1,5,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",360,8460,3,0,0,0,0,0,6,0,0,0,0
2018,"Pacific Northwest District Championship",4662,8064,3,0,0,0,0,0,0,8,0,0,0
2018,"Pacific Northwest District Championship",2990,8066,3,0,0,1,0,0,4,0,0,0,0
2018,"Pacific Northwest District Championship",2733,8265,1,0,0,0,0,0,5,0,0,0,0
2018,"Pacific Northwest District Championship",4061,8068,3,0,0,0,0,10,0,4,0,0,0
2018,"Pacific Northwest District Championship",4980,8070,2,0,0,0,0,0,5,2,0,0,0
2018,"Pacific Northwest District Championship",1510,8448,2,0,0,0,1,0,0,6,0,0,0
2018,"Pacific Northwest District Championship",4450,8616,2,0,0,0,0,0,0,7,0,0,0
2018,"Pacific Northwest District Championship",2906,8076,3,0,0,0,2,0,0,3,0,0,0
2018,"Pacific Northwest District Championship",6845,8450,2,0,0,0,0,0,0,8,0,0,0
2018,"Pacific Northwest District Championship",2374,8078,5,0,0,0,1,2,0,0,0,0,0
2018,"Pacific Northwest District Championship",2471,8452,4,0,0,0,0,0,8,0,0,0,0
2018,"Pacific Northwest District Championship",6445,8192,3,0,0,0,2,0,0,8,0,0,0
2018,"Pacific Northwest District Championship",3238,8082,1,0,0,1,3,0,1,3,0,0,0
2018,"Pacific Northwest District Championship",948,8194,4,1,0,0,0,0,4,0,0,0,0
2018,"Pacific Northwest District Championship",1540,8456,4,0,0,2,2,0,4,0,0,0,0
2018,"Pacific Northwest District Championship",2733,8196,2,0,0,0,0,0,5,0,0,0,0
2018,"Pacific Northwest District Championship",3218,8346,4,0,0,0,3,0,0,9,0,0,0
2018,"Pacific Northwest District Championship",2471,7903,1,3,0,0,0,4,2,0,0,0,0
2018,"Pacific Northwest District Championship",6465,8360,1,0,0,1,0,7,0,0,0,0,1
2018,"Pacific Northwest District Championship",6076,8009,1,0,0,1,0,0,0,6,0,0,0
2018,"Pacific Northwest District Championship",6443,8555,2,0,0,0,7,0,0,0,0,0,0
2018,"Pacific Northwest District Championship",2147,8393,2,0,0,0,0,0,3,0,0,0,0
2018,"Pacific Northwest District Championship",488,8200,4,0,0,1,0,2,1,0,0,0,0
2018,"Pacific Northwest District Championship",957,8462,6,0,0,0,1,2,3,0,0,0,0
2018,"Pacific Northwest District Championship",492,8660,1,0,0,0,1,0,0,0,0,0,0
2018,"Pacific Northwest District Championship",6845,8287,1,0,0,0,1,5,0,0,0,0,1
2018,"Pacific Northwest District Championship",6831,8202,3,0,0,1,1,0,0,6,0,0,0
2018,"Pacific Northwest District Championship",6076,8464,3,0,0,0,2,0,0,5,0,0,0
2018,"Pacific Northwest District Championship",4125,8204,5,0,0,0,1,1,1,0,0,0,0
2018,"Pacific Northwest District Championship",5450,8466,1,0,0,0,2,0,0,0,0,0,0
2018,"Pacific Northwest District Championship",360,8638,1,0,0,1,0,0,5,0,0,0,0
2018,"Pacific Northwest District Championship",4662,8212,6,0,0,0,3,0,1,1,0,0,0
2018,"Pacific Northwest District Championship",1359,8299,1,0,0,0,0,4,0,0,0,0,0
2018,"Pacific Northwest District Championship",2944,8216,4,0,0,0,0,0,0,3,0,0,0
2018,"Pacific Northwest District Championship",2147,8218,8,0,0,0,2,0,0,5,0,0,0
2018,"Pacific Northwest District Championship",4513,7915,3,1,0,0,0,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",7034,7958,4,0,0,0,0,2,0,1,1,0,0
2018,"Pacific Northwest District Championship",3674,8599,7,0,0,0,1,0,2,4,1,0,0
2018,"Pacific Northwest District Championship",847,8577,2,0,0,0,0,3,2,0,1,0,0
2018,"Pacific Northwest District Championship",3674,8581,4,0,0,1,0,1,3,0,1,0,0
2018,"Pacific Northwest District Championship",4488,8415,1,0,0,0,0,0,5,1,1,0,0
2018,"Pacific Northwest District Championship",4469,8587,6,0,0,1,0,1,2,0,1,0,0
2018,"Pacific Northwest District Championship",3218,8323,2,0,0,0,0,0,1,7,1,0,0
2018,"Pacific Northwest District Championship",4512,8510,1,0,0,1,1,0,0,5,1,0,0
2018,"Pacific Northwest District Championship",2910,8627,2,2,0,0,0,3,5,2,1,0,0
2018,"Pacific Northwest District Championship",1595,8065,3,0,0,0,0,0,2,0,1,0,0
2018,"Pacific Northwest District Championship",847,8081,3,0,0,1,0,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",4911,8455,1,1,0,0,0,0,6,0,1,0,0
2018,"Pacific Northwest District Championship",4911,8083,5,1,0,0,0,0,5,0,1,0,0
2018,"Pacific Northwest District Championship",4131,8195,4,0,0,0,1,4,0,0,1,0,0
2018,"Pacific Northwest District Championship",2046,8457,4,1,0,0,0,2,4,0,1,0,0
2018,"Pacific Northwest District Championship",6831,8126,1,0,0,1,0,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",997,8201,4,0,0,0,0,0,0,7,1,0,0
2018,"Pacific Northwest District Championship",2046,8288,2,1,0,0,3,0,3,1,1,0,0
2018,"Pacific Northwest District Championship",3674,8465,5,0,0,0,0,0,5,0,1,1,0
2018,"Pacific Northwest District Championship",3218,8209,3,0,0,0,0,5,2,0,1,0,0
2018,"Pacific Northwest District Championship",4513,8211,6,1,0,0,0,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",3826,8213,3,0,0,0,0,0,4,0,1,0,0
2018,"Pacific Northwest District Championship",1425,8477,1,0,0,1,4,0,4,3,1,0,0
2018,"Pacific Northwest District Championship",4513,8221,2,2,0,0,0,1,1,0,1,0,0
2018,"Pacific Northwest District Championship",2557,7926,3,0,0,1,0,0,2,0,1,0,0
2018,"Pacific Northwest District Championship",2928,7941,4,0,0,1,0,0,0,3,1,0,0
2018,"Pacific Northwest District Championship",4450,7938,4,0,0,1,0,0,0,5,1,0,0
2018,"Pacific Northwest District Championship",1983,7951,3,0,0,1,0,6,1,3,1,0,0
2018,"Pacific Northwest District Championship",948,7953,6,1,0,0,4,0,0,5,1,0,0
2018,"Pacific Northwest District Championship",5803,7955,6,0,0,1,1,0,0,9,1,0,0
2018,"Pacific Northwest District Championship",1595,7959,7,0,0,1,0,0,2,0,1,0,0
2018,"Pacific Northwest District Championship",4915,8032,2,0,0,0,1,1,0,0,1,0,0
2018,"Pacific Northwest District Championship",492,8584,4,0,0,0,0,0,4,0,1,0,0
2018,"Pacific Northwest District Championship",2910,8590,6,1,0,0,1,0,8,0,1,0,0
2018,"Pacific Northwest District Championship",2930,8592,5,1,0,0,0,0,7,0,1,0,0
2018,"Pacific Northwest District Championship",3218,8594,1,1,0,0,0,5,2,0,1,0,0
2018,"Pacific Northwest District Championship",3663,8054,3,0,0,1,0,0,0,0,1,0,0
2018,"Pacific Northwest District Championship",1425,8320,3,0,0,1,0,0,4,0,1,1,0
2018,"Pacific Northwest District Championship",5803,8322,3,0,0,1,0,0,4,0,1,0,0
2018,"Pacific Northwest District Championship",7034,8332,3,0,0,0,0,3,0,0,1,0,0
2018,"Pacific Northwest District Championship",3238,8087,7,0,0,1,0,0,0,6,1,0,0
2018,"Pacific Northwest District Championship",5803,7987,2,1,0,0,0,0,2,2,1,0,0
2018,"Pacific Northwest District Championship",7034,8438,2,0,0,0,0,3,0,0,1,0,0
2018,"Pacific Northwest District Championship",3711,8182,3,1,0,0,2,0,0,4,1,0,0
2018,"Pacific Northwest District Championship",4488,8072,4,1,0,0,0,0,5,0,1,0,0
2018,"Pacific Northwest District Championship",1425,8074,4,0,0,1,0,1,5,1,1,1,0
2018,"Pacific Northwest District Championship",4488,8080,6,0,0,1,0,0,4,0,1,0,0
2018,"Pacific Northwest District Championship",4911,8454,4,2,0,0,0,0,2,6,1,0,0
2018,"Pacific Northwest District Championship",1359,8458,2,0,0,0,1,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",2928,8115,2,0,0,1,2,0,1,0,1,0,0
2018,"Pacific Northwest District Championship",1318,8137,1,0,0,1,0,1,6,0,1,0,0
2018,"Pacific Northwest District Championship",2471,8206,5,3,0,0,0,0,3,0,1,0,0
2018,"Pacific Northwest District Championship",4980,8468,3,0,0,0,0,2,3,1,1,0,0
2018,"Pacific Northwest District Championship",2046,8208,5,2,0,0,0,3,4,0,1,0,0
2018,"Pacific Northwest District Championship",4915,8470,7,0,0,0,0,0,1,0,1,0,0
2018,"Pacific Northwest District Championship",7034,8210,1,0,0,1,0,2,0,0,1,0,0
2018,"Pacific Northwest District Championship",1983,8472,4,0,0,2,0,0,5,0,1,0,0
2018,"Pacific Northwest District Championship",2471,8474,7,2,0,0,2,2,3,0,1,1,0
2018,"Pacific Northwest District Championship",4131,8214,7,0,0,2,0,0,2,0,1,0,0
2018,"Pacific Northwest District Championship",1595,8488,1,0,0,1,0,0,5,0,1,0,0
