Team,Final Score,adjust Points,auto Ownership Points,auto Points,auto Quest Ranking Point,auto Run Points,auto Scale Ownership Sec,auto Switch At Zero,auto Switch Ownership Sec,endgame Points,face The Boss Ranking Point,foul Count,foul Points,rp,tech Foul Count,teleop Ownership Points,teleop Points,teleop Scale Boost Sec,teleop Scale Force Sec,teleop Scale Ownership Sec,teleop Switch Boost Sec,teleop Switch Force Sec,teleop Switch Ownership Sec,total Points,vault Boost Played,vault Boost Total,vault Force Played,vault Force Total,vault Levitate Played,vault Levitate Total,vault Points
5143,43.8671707557,0,-3.5036599053,-4.0408899101,-0.3438981234,-0.5372300048,-0.2777993991,-0.2298547021,-1.4740305535,7.9538772204,-0.0532038512,0.0138208652,14.6928027808,-0.1093023354,0.1992346537,24.0900584271,33.2131796661,-0.3175719809,-0.8304083746,2.5472060328,-0.2897048411,-0.0610171329,22.1501292163,43.8671707557,-0.2022151494,-0.1633008996,-0.0676558116,-0.1143320927,0.1281044308,0.511481796,1.1692440186
5144,31.5505055821,0,1.806085567,3.1020053496,-0.2480579787,1.2959197826,0.5939832354,0.0402729085,0.3090595481,4.2165917034,-0.0279931876,-0.0591459796,10.7610870843,-0.1914260072,-0.0143115195,8.4716671993,17.6799521488,-0.6627634458,1.2855138818,1.6531834482,-0.6852642387,2.0871219659,8.1665114355,31.5505055821,-0.3036354257,-0.0277122891,0.4133299691,0.4679751424,0.5240246182,0.5580757959,4.991693246
5145,112.0239088848,0,-0.9478313079,4.1356624978,-0.0056853993,5.0834938057,0.108440054,0.035616535,-0.582355708,10.6874344931,-0.0319818446,0.0194398066,-7.9768173427,0.6342671571,0.4099345926,99.6111773297,115.8357943021,2.4508353863,-0.3817460036,48.4065794453,2.0075842127,0.598547293,46.7461782854,112.0239088848,0.6898219382,0.5419193313,-0.0394583447,0.0945630776,0.3690694871,0.470954087,5.5371824793
5147,67.9553980005,0,4.2720783723,9.573830737,0.3122728855,5.3017523647,-0.1900857988,0.2932374888,2.3261249849,25.8118444672,0.1668332571,0.9686968285,-0.3215281076,0.5199500287,-0.1351869328,31.7927611073,58.6978575237,0.0064803816,1.0594326059,25.679274477,-2.3078948874,-1.3662401442,8.4149011361,67.9553980005,-0.3933802344,-0.5479704018,0.0643162327,-0.258687705,0.8124228016,1.0253084967,1.0932519492
5148,82.7665772895,0,-0.9113910487,3.7980229531,0.1066900708,4.7094140018,-0.0958337513,0.0380876362,-0.359861773,15.5266008377,0.0048865674,0.2969724901,3.2040047436,0.4110315234,0.5161304163,45.5051262884,75.7670090025,0.9958059117,3.2337633795,11.9596368696,3.3455620153,0.8860019562,29.2041214919,82.7665772895,0.5535350905,0.5810633893,1.1677392524,1.1448876033,0.9903771237,1.2211053827,14.7352818765
5149,38.5503968381,0,-0.1341781673,3.9721763981,0.0587291736,4.1063545653,0.0124738031,0.0455589857,-0.0795628867,16.3527772255,0.0350684234,0.3684195034,13.3253949213,-0.145548205,0.2714749023,2.655957021,21.253726037,-0.3253587301,-1.5238374367,-10.3014603233,0.1750113838,-0.4717988065,13.1077646906,38.5503968381,0.0681958465,0.1492347163,-0.3838216286,-0.4479400935,0.6684294019,0.7477037352,2.2449917905
5150,135.8145156215,0,3.3488420885,8.1857415276,0.2472349061,4.8368994391,-0.0372520081,0.3094091457,1.7116730524,23.0039510371,-0.0247893236,0.0553938498,1.770656745,0.9148288091,0.1792873257,84.2632335916,125.8496508989,1.741987848,2.9049812538,33.4768008369,2.0154894203,1.9562722776,47.0289554864,135.8145156215,1.0115051927,1.1478008682,0.7412366281,1.0838532697,1.4895141554,1.4848391161,18.5824662702
5152,132.8846364174,0,5.3755696617,10.6265150695,0.2584101675,5.2509454078,-0.0514272447,0.3162506889,2.7392120756,23.4498368815,0.0434535961,0.405391745,-3.6515598985,1.043071825,0.0653928546,90.4283491602,125.9542617055,2.7467090923,0.422507316,37.5124179595,3.601221293,0.8662553456,46.5680008155,132.8846364174,0.9592458772,0.9652130154,0.1901572562,0.2819968146,0.9171415584,1.1680053027,12.0760756637
5155,168.3377173228,0,7.8159481359,13.0246352413,0.2788049055,5.2086871054,0.9576535079,0.3228967952,2.9503205601,30.275150492,0.0703403365,0.5786061763,7.9985348537,1.1770980441,-0.3317302569,103.921914543,147.3151327288,3.7255568281,-0.168559378,61.2857648218,3.572052279,-0.3781386781,35.3385406141,168.3377173228,1.1497782217,1.041789501,-0.1038773324,0.1729519738,1.450834675,1.408872064,13.1180676938
5156,65.492513509,0,2.1395347442,1.5964704034,-0.3392929058,-0.5430643409,0.2749077772,0.1910063441,0.794859595,2.631465843,0.0500566997,-0.307721363,12.9004680694,0.1930446023,0.3546814093,47.4071201882,50.9896192109,0.1474229395,-0.265171798,18.4490821302,0.6006067284,-0.3680602675,28.21000839,65.492513509,0.0963077476,-0.0285980435,-0.1346381317,-0.3377350476,0.3517897364,0.5565397271,0.9510331797
5159,37.2582076565,0,-3.2556535837,0.935351461,-0.111314402,4.1910050448,-0.4926441724,-0.1837690363,-1.1351826195,15.1563183439,0.0447108468,0.7689714371,3.2202587174,0.1967412278,-0.1198404885,14.7514173769,33.0907758264,1.1978198959,-0.2212899481,9.5353402906,0.2513428136,0.1601219445,3.7669143767,37.2582076565,0.5054733241,0.3638930018,0.1553585767,0.2743644084,-0.2427522593,-0.0016493891,3.1830401057
5160,89.624284639,0,2.3760875797,6.635275177,0.1569650794,4.2591875973,-0.1029927057,0.16580237,1.2910364955,14.4986883391,-0.0007054998,0.4459324095,5.3011725865,0.6261839884,-0.1176939156,52.0492468746,77.6802694685,0.7467517005,1.9323581767,17.902057332,2.1122584261,1.6526989299,31.2881794161,89.624284639,0.4564455272,0.615500081,0.570396461,0.5852468747,0.7055525109,1.0257198953,11.1323342548
5161,110.7875717365,0,2.4342160833,6.2806294798,0.149478858,3.8464133965,-0.1914186187,0.1238709337,1.4085266603,10.7618453169,-0.0102080197,0.4197996234,8.7247071768,0.627402955,0.6650781445,80.9801188258,95.7749881492,0.3431759445,0.7578296597,28.9915274588,1.3427905501,-1.0451321584,50.3026248723,110.7875717365,-0.0021805124,0.1915852974,0.088426385,-0.0566726563,0.4583174265,0.6716921602,4.0330240066
5162,52.328128868,0,4.8839250605,9.821518191,0.2031339358,4.9375931305,0.1726708946,0.2170535178,2.2692916357,11.3865778584,-0.0345021929,-0.0712762622,7.479380764,0.3228265077,0.1037554044,17.6696040299,35.0175826828,-1.2240987094,1.0979864699,0.7205880739,0.0816379747,-0.4019568463,18.0914766908,52.328128868,0.5612273535,0.5504265178,0.1455545945,0.2209074795,0.1823021798,0.4209461616,5.9614007945
5166,52.2321497548,0,0.3676280011,4.8749709879,-0.0899940348,4.5073429867,-0.0385817909,0.063829185,0.2223957915,12.2593110728,0.0094407992,0.277975338,0.7827259989,-0.0230157853,0.2123858469,27.3051146236,46.5732025122,0.1623473701,0.6961883485,1.740564426,1.1272577498,0.3465138644,24.2749450777,52.2321497548,0.1709703343,0.1705413995,0.1643470684,0.2000510919,1.0577777709,1.0311628718,7.0087768158
5167,77.1082442883,0,-2.1958320266,-0.4453082883,-0.0030404559,1.7505237382,-0.2635235729,-0.0747746688,-0.8343924404,10.7872795683,-0.0733425483,-0.4241748564,4.6598410723,0.4330692899,0.3938188654,55.2297451949,72.8822218327,0.0606927934,-0.3429714734,20.0723019267,0.7909536692,2.1781929093,34.3057968055,77.1082442883,0.0336575101,-0.1167916155,0.0924153178,0.4426126042,1.2114700724,1.0472184252,6.8651970695
5168,8.0034463433,0,-0.3593633795,2.216117563,-0.1480014235,2.5754809426,0.0420163293,-0.0031513029,-0.221698019,-0.0352838768,0.0076597886,1.4424536926,2.6688289351,-0.2839834812,0.5584015772,7.7470899323,3.0894577848,0.0679440852,-1.7596696658,-7.0810304119,-0.4387987519,0.0480266536,15.1989750109,8.0034463433,-0.1866662393,-0.4449995187,0.0199427875,-0.0887846786,-0.5976970981,-0.3906854568,-4.6223482707
5171,135.0918071997,0,13.2296535017,15.3325468584,0.0612543069,2.1028933567,1.4513883607,0.4392947637,5.1634383902,24.0544999088,-0.0507908066,0.566072558,-0.7928104611,0.0073821454,0.8494526247,84.7633093631,120.5549939141,0.7398817025,3.3517572556,34.3967249809,2.2626566648,3.6735527388,47.3640460149,135.0918071997,0.1527349368,0.3229063305,1.0231596868,0.9861413526,0.9531124189,1.0383892453,11.7371846421
5172,180.9827328239,0,15.1543376005,19.9862528976,0.4528997738,4.831915297,1.413173985,0.5107005534,6.1639948153,43.3481377385,0.4962615187,0.4167363294,5.3638376046,1.8097074195,0.0689879898,99.9970158186,155.6322549928,1.4068935485,0.9935941598,38.4544156429,5.1238966484,0.9511342613,55.0118099788,180.9827328239,0.7291730931,0.7557678902,0.2520270379,0.4748572628,1.2505136794,1.2267951341,12.2871014357
5173,102.2830272765,0,4.7480306299,9.8069729538,0.1821656221,5.0589423239,0.0173646133,0.2415254835,2.3566507017,15.132228758,-0.0441427714,-0.0920585977,2.7487182831,0.3064843968,0.0260888243,55.8203038036,89.7167348441,1.3466938455,5.9240760918,17.9293895344,1.2291992346,3.5757437669,35.3150211891,102.2830272765,0.7542080652,0.8548482932,1.6342919639,1.5395671643,1.4664144812,1.358424999,18.7642022825
5175,63.4997797589,0,2.2925522331,7.4097820309,0.1571504383,5.1172297978,-0.4787341262,0.1619858217,1.6250102428,18.7615144001,-0.0285374224,0.3985209294,6.0124328057,0.2171043223,0.0529484131,27.05586042,50.0761517683,-1.5604410047,0.9921224545,-2.1592452449,-0.7437162653,1.3115953777,31.5192629349,63.4997797589,0.0978026163,0.1902658717,0.2914809094,0.1429098195,0.6202221424,0.5185796985,4.2587769482
5176,40.9348629757,0,1.1905265403,3.3004640681,-0.0838866434,2.1099375278,-0.7363747097,0.1160200741,1.3316379799,3.7859579452,-0.0152057575,0.1636583509,0.105696629,-0.0740997625,0.0304588052,29.548559885,37.5308216336,-1.619941333,1.6393719272,-15.2259175175,1.1331961349,1.5132468267,45.2612226006,40.9348629757,0.1720553912,0.0343972902,0.4663080758,0.3252249077,0.3497032165,0.4796385628,4.1963038034
5178,64.8056453938,0,0.120233243,4.1107873068,0.0504001379,3.9905540638,-0.5251475936,0.0241834,0.5852642151,8.9925895339,-0.009944475,0.3395340592,9.3586263951,0.1081957501,0.1585751943,34.9321789228,51.3459113205,0.5946037963,0.5951826987,-5.335608917,-0.1827127039,1.6429247708,39.8558967474,64.8056453938,0.1232974211,0.2305116548,0.2881945065,0.6475424266,0.2900505629,0.6061744914,7.4211428638
5179,114.5807650599,0,-0.5411522505,1.1219265879,-0.0557571786,1.6630788384,-0.0263458405,0.1469456201,-0.2442302847,23.3896496947,-0.0528353046,0.4648851964,-0.1419547755,0.6501612833,-0.2943058665,86.245661477,113.6002214036,0.9490745318,-0.6672972341,50.059016662,0.6488536366,-0.8308553199,34.5887166466,114.5807650599,0.1480589472,0.1755265924,-0.2153747214,-0.2167734686,0.6829716588,0.8342289225,3.9649102319
5181,93.3690483992,0,2.1680700916,7.4138700023,0.25747035,5.2457999107,-0.2820619468,0.2835405545,1.3660969926,12.0897118827,-0.0384402278,-0.3289663537,7.4195870632,0.3112811183,0.2280707227,42.4411660729,78.5352499249,2.4105069254,6.7561797028,2.6888919997,4.7040408588,2.9030477113,32.6377262891,93.3690483992,1.2776126997,1.6191805609,1.6570106219,2.1261383818,1.0964166967,1.0555554512,24.0043719693
5182,92.1606191517,0,7.4751172168,10.7605712631,0.1544371475,3.2854540463,1.0592594127,0.3495339473,2.6782991957,8.642527795,0.06192542,0.2574077449,13.3703026171,0.1472507872,0.704367426,57.2814513196,68.005996265,-0.9043164825,-9.52E-05,11.1778222067,0.1115629779,0.0008623258,46.8963826176,92.1606191517,0.2713240651,0.1235663831,-0.0752327804,-0.0808272057,0.1497824227,0.3736642526,2.0820171503
5183,79.4634623106,0,0.3147258744,3.1111473434,0.0515346864,2.796421469,0.2472913708,0.0301017485,-0.0899284336,15.4968298173,-0.0293064705,0.0492899704,2.5839971099,0.427755569,0.0316567469,39.5144456748,73.7614144696,1.6520992019,4.002914919,8.2153907851,2.7667952321,3.3663589615,26.8801604557,79.4634623106,1.1569532439,1.5066601174,1.1526662664,1.1906026368,1.0379907115,1.0527650413,18.7501389774
5186,66.9834770683,0,3.3330370846,8.1809977684,0.1549589842,4.8479606839,1.2914682763,0.0857889334,0.375050266,0.4295800409,-0.0149963903,0.7309213658,0.131937454,0.4504078722,0.1789333743,59.5743693607,58.6622888489,0.5083369484,-1.017059382,20.0259921174,0.6083613446,-0.2145071342,38.4316789503,66.9834770683,0.080968774,0.1873348566,-0.2333506622,-0.1422113286,-0.4673424371,-0.3134556385,-1.3416605527
5188,99.7298035586,0,1.5193810308,6.3231789218,0.1672798942,4.8037978909,0.0725169018,0.1334646319,0.6871736137,13.5506083997,0.0390557271,1.1164170669,3.5746449563,0.5489241941,0.2064505363,67.2847278282,89.8311316216,2.7296751376,0.9345689999,26.5435619473,2.126242127,0.8914823441,35.8852486163,99.7298035586,0.743707615,0.7862586955,0.3308400292,0.3769877052,0.5395571768,0.6359126781,8.9957953937
5189,15.9768911872,0,4.6945286429,10.099397749,0.2783773323,5.4048691061,-0.0849246184,0.2939881687,2.4321889399,-3.5538665599,-0.0329936144,0.0221739997,6.4719294166,0.0860395345,-0.3160068661,4.1667498553,-0.5132734967,-2.392515638,0.5173703344,-27.0900293768,-0.9098912646,0.0113820971,34.5591861346,15.9768911872,-0.0630087679,-0.2799522396,0.0864301824,0.1778380991,-0.4762457282,-0.1231172179,-1.1261567921
5190,218.7526267217,0,13.0966784004,18.1175415964,0.3123745804,5.020863196,1.4122599674,0.433747587,5.1360792328,29.6472134444,0.0007474922,0.0501637843,10.5208119398,1.5700502602,0.1807641486,145.8383365026,190.0996448449,5.2953605236,-0.1262035531,68.6309339494,2.2655645695,0.108058722,69.6464774601,218.7526267217,1.2657843584,1.4341357003,-0.0365364815,0.090973597,1.5315078655,1.3977096823,14.6140948979
5193,114.3234608783,0,2.382759031,8.0452805121,-0.0043644563,5.6625214811,0.3481560386,0.06255255,0.8432234769,12.3530374132,-0.0199065884,0.0083334167,5.201942583,0.6118497166,0.501462358,85.1500861996,101.0624840558,2.826912086,-1.5873802146,44.1009855371,1.2283094368,-1.1692829264,36.9938791397,114.3234608783,0.6108199648,0.5395817489,-0.4478379266,-0.2863375011,0.4222245688,0.4586278408,3.5593604431
5194,67.0076056252,0,2.3955846681,6.5409089477,0.2303636272,4.1453242796,-0.2129943577,0.1953976724,1.4107866917,18.078150216,-0.0234183582,0.0781372141,6.6858072797,0.3336268826,0.1744637066,30.1777200671,53.7781979163,-1.1203431484,0.4967300998,5.4623803981,0.178523588,0.9488063521,25.6571592294,67.0076056252,-0.0543158729,-0.0270414042,0.1814677829,0.1527485224,0.9706928828,0.9787584085,5.5223276331
5196,57.3354176384,0,1.9944842632,6.7180542953,0.1914986095,4.7235700321,0.7137700416,0.1161801472,0.28347209,3.2970823892,-0.0176331669,0.4262789896,-6.6837497197,0.7272724321,-0.0484143091,49.4423045421,57.303256116,-0.8502124226,2.3444395281,17.022676795,2.3130819877,0.0840034348,30.956758182,57.3354176384,0.2437948908,0.2696416235,0.4686278442,0.218778295,-0.0951548569,0.4243539184,4.5638691848
5197,22.3539692354,0,-1.4132820088,-0.7848666568,-0.0751545165,0.628415352,-0.0198626917,-0.0575833943,-0.6867783127,6.2186648103,-0.0142500694,0.0405702715,3.999988738,-0.0091100634,0.0531001121,9.7733390803,19.1333574419,0.3970225103,-0.2556890104,1.807083507,-0.385242672,0.1190002136,7.9544757351,22.3539692354,0.0291967284,0.1056711057,-0.0371062263,0.0082319486,0.3627330053,0.5143676559,3.1413535512
5198,61.6289210361,0,2.6699113395,4.8590360677,-0.0078075376,2.1891247283,0.4295026027,0.0840614851,0.905453067,13.2343949265,0.0206668525,-0.150384831,6.2247126921,-0.0156723473,0.1034085366,29.8030574786,50.5476483393,-0.4686791872,1.0551377583,-1.6495898238,0.1465545895,0.0735157754,31.7747719001,61.6289210361,0.0155906665,0.0420750393,0.295283057,0.5309372855,0.8786363727,0.9290268621,7.5101959341
5199,137.903840585,0,7.8340918318,12.9614575784,0.1406457087,5.1273657466,0.2939151054,0.3556006867,3.6231308105,26.6518966379,0.0544287134,0.3488782654,11.4153706085,0.9555410982,0.2387147718,75.2586971585,113.5209323382,1.4210331492,0.5024092074,39.140294261,0.9793857067,1.0537086323,33.7179840417,137.903840585,0.4534939663,0.8111564739,0.1626518306,0.2244416456,1.3369194271,1.2864695889,11.6103385419
5201,45.1356898331,0,2.335049509,7.3593529482,0.2983328234,5.0243034392,-0.6591843696,0.2543427798,1.8267091241,3.6766995763,-0.0425030843,0.9942536217,5.9449940991,0.5330546474,0.2957134107,31.1965487091,31.8217000148,-0.136816594,-1.8243892956,0.4385120959,-1.0444132119,-0.2170172077,31.9392664192,45.1356898331,-0.0714295817,-0.1475952568,-0.4110561309,-0.5061723291,0.0238822025,0.0434579318,-3.0515482706
5202,68.4861846571,0,0.7319327637,4.5945043542,0.0006505985,3.8625715905,-0.3569540237,0.0255811432,0.7229204055,17.1999416771,0.0647646143,-0.3036706668,8.8156126809,0.0979533455,0.0128719648,24.557981377,55.0764050687,0.3675429399,3.29512531,0.5672164784,1.9085581101,1.4481686612,21.7146638485,68.4861846571,0.6695312282,0.7015955125,0.8026605492,0.8256031143,1.2050435323,1.136497776,13.3184820145
5203,64.4189743687,0,-0.466136599,3.0719161557,0.0776372332,3.5380527547,-0.1408222575,0.0403224127,-0.092246042,5.3060245026,0.015130318,-0.0292169222,12.0571608998,0.096773911,0.1714704968,41.7592278192,49.3713062885,0.0268020974,0.4897315092,6.5166432448,0.492217405,-1.0529966947,34.7235650719,64.4189743687,-0.0522035102,0.0286997352,0.0279777474,-0.0173652999,0.0035247008,0.449876358,2.3060539667
5204,81.1673026623,0,2.4919708259,7.253673507,0.2166377824,4.761702681,0.0883477955,0.21327917,1.1576376175,10.3663284521,0.0351884139,0.4553377306,17.7070407739,0.3628428838,0.3739265669,44.4842220415,56.186430565,-0.028684528,-0.6488983041,12.8320099702,0.1505184585,-0.8892048211,31.5303781408,81.1673026623,-0.0776152599,-0.0433193051,-0.2776678117,-0.3480622394,0.5430591677,0.6585575588,1.3358800714
5205,120.4966976491,0,5.6927228663,9.7606088158,0.3079505073,4.0678859494,0.1701216856,0.344016698,2.6762397476,8.9915742357,0.022496165,1.1953071114,20.3717815189,0.93596919,0.2201814053,72.1092229383,90.3990444023,1.0421726145,1.7481318486,25.518607666,-0.1519518716,0.1588590709,45.7003945295,120.4966976491,0.3808070152,0.6450987344,0.3187046753,0.547903788,0.5036527432,0.6666469232,9.2982472283
5209,80.2375913838,0,1.927083349,5.3475999533,-0.006517272,3.4205166043,-0.4221371888,0.2145081175,1.3856788633,14.8635251755,-0.0101945622,0.2423984186,13.7451354902,0.0327592904,0.6308462279,43.1099825795,61.1419510187,-0.6182447696,0.9812716366,-2.8691883976,-0.3116068186,0.2949883123,46.9090225654,80.2375913838,-0.138510935,-0.2084388276,0.271268732,0.1621135868,0.9050977511,0.6800138935,3.1684432637
5212,84.8856969396,0,2.9591951444,7.1353937285,0.0955974386,4.1761985841,-0.2050160527,0.1851405589,1.6846136249,17.4836551591,0.0311677353,-0.1361702594,1.6652960071,0.6181429864,-0.2899016734,52.5323152798,76.0735994097,-0.19292336,-0.9636430941,18.6358775338,0.7591540683,-0.7755926905,33.3302070378,84.8856969396,0.0484548081,-0.0073582058,-0.270135646,0.0408042261,1.2260478093,1.1780797739,6.0576289708
5213,34.9715190198,0,-1.0785288218,-0.0387607368,-0.0808985316,1.039768085,-0.0835138971,0.0014091721,-0.4557505138,11.6243049023,-0.0042857596,1.5017171509,-0.3047618227,-0.5126400697,0.1803723459,11.283682133,35.3153515963,-0.2864011542,2.7605659113,1.273429175,1.0040588549,1.1883584732,9.2925952573,34.9715190198,0.1971757084,0.6679890199,0.8497789348,0.8635783745,1.0324674674,0.9499055178,12.4073645611
5214,24.3691586976,0,-0.9123195189,0.3546673768,-0.0996047275,1.2669868957,-0.0486247421,-0.0479313248,-0.4075350173,-2.9922839803,-0.0308746739,0.5023028409,0.3562330121,0.1586617677,-0.2277042602,23.9827693186,23.6592067291,-0.2493134061,0.3871172185,12.2425559301,-1.1297897582,-0.1506230246,13.1193165528,24.3691586976,0.1104020427,0.23320065,0.0749402536,0.1248953654,-0.2005868525,0.1756482628,2.6687213908
5215,50.0262217276,0,3.2987093954,9.0457569471,0.216099139,5.7470475517,0.0368373745,0.1335175723,1.6125173232,14.6101314439,0.0580178346,0.1028392334,11.3659268695,0.3449058214,-0.164884496,11.9294505782,29.6104654481,-0.6990058881,0.7729928477,-4.5255972899,-0.4503406962,-0.2251845385,17.6043944524,50.0262217276,-0.3423388782,-0.3565294856,0.1214358394,0.0787983462,0.74389821,0.8919078245,3.070883426
5216,141.1923455132,0,4.7262325887,10.1432861616,0.3999454742,5.417053573,1.182133681,0.3484442246,1.1809826133,27.2873580015,0.0976062578,1.2655323314,13.184365593,1.2611221735,-0.0368100021,81.5647964808,117.8613433511,2.2344668839,0.0589660706,39.8531217339,2.0374678212,1.1441351372,37.4397400418,141.1923455132,0.6339908285,0.5273056347,0.2014803931,0.2607157417,1.1234203472,1.0138163973,9.0091888687
5217,79.9713646833,0,0.2434905903,2.9610000036,0.0223553784,2.7175094133,0.3639799785,0.0179044651,-0.2422346834,1.7760623351,-7.74E-05,0.1233132146,10.9117504225,0.4946018981,0.1773758977,61.9009720849,66.0953730354,0.1923654707,-0.5391529195,26.0942589365,0.4471619013,-0.9523409438,35.1671857764,79.9713646833,-0.0492618892,-0.1518291085,-0.2398503235,0.1682093129,0.05991442,0.4672875186,2.4183386155
5219,55.9456893122,0,0.2846589392,5.7453051065,-0.1160480648,5.4606461673,0.4166582581,-0.0443148681,-0.2743287885,8.3399501731,-0.0018155787,0.0271047066,0.5299731032,0.2930865565,0.0828961409,32.8892646016,49.6697783087,1.2600556903,0.3296924451,6.3857445954,0.3886730753,0.9692208211,24.8547912407,55.9456893122,0.3556056345,0.5203067578,0.1548266961,0.4534852568,0.5058611767,0.7143206922,8.4405635339
5222,88.0016254977,0,-0.5817292265,3.8239045267,0.1179605258,4.4056337532,-0.1221311263,0.07972527,-0.168733487,11.7202360521,0.017515113,0.3686830087,4.2656899926,0.6819934929,0.0849100643,61.5036106415,79.9477354151,-0.0101608052,0.4456443462,21.7812287782,1.6317901988,0.6875858768,38.1007524698,88.0016254977,0.2845160733,0.2901578771,0.1508177641,0.2134501624,0.8643252539,0.8411697048,6.7238887216
5224,126.1327214667,0,9.9195009982,14.5454872353,0.3066780516,4.6259862371,-0.0794985477,0.5575444593,5.0392490469,16.9279093103,-0.0443507475,0.0120445198,-2.0851531172,0.9890244012,0.1557727962,73.5231673871,113.6695010649,2.0297547608,6.0577889961,15.6597773889,6.0440901936,1.012993422,49.7895450439,126.1327214667,1.3711497678,1.5301198205,1.3647490214,1.5507387257,1.6977429197,1.5628263273,23.2184243674
5225,52.4939480303,0,-0.1196592391,2.5870925253,-0.0671398643,2.7067517645,-0.0193266065,0.03253731,-0.0405030131,8.6191258517,-0.0191872528,0.3257804943,2.9905418655,0.0720575642,0.4403995367,34.91603987,46.9154694167,-0.3573839469,-0.5016240374,4.1098284905,-0.1749482012,0.4825549089,31.3385435275,52.4939480303,0.1117775568,0.1060642455,-0.0831992007,-0.0851850872,0.5761190323,0.6551815806,3.380303695
5227,64.0911524802,0,-3.0003229214,-0.1624413398,-0.1605522319,2.8378815816,-0.0820089506,-0.1383507386,-1.4181525101,11.3639415188,0.0028273871,0.4794460564,0.7050918236,0.0582094015,0.4022944888,47.0626151821,63.5519064174,-0.3540017322,-0.837750708,16.5535013041,1.3520593392,0.3013410968,29.511056271,64.0911524802,0.2800164126,0.3796555504,-0.1528560345,-0.231140443,0.6149793701,0.8765548358,5.1253497165
5229,100.861176316,0,0.219581883,5.1880807978,0.1913061585,4.9684989148,-0.2787359333,0.1637346507,0.3885268748,20.1485808303,0.0225142068,0.499966593,7.3560393958,0.8027096861,0.207038391,55.2811883623,88.3144304996,0.6611544959,2.7378497345,12.4119177036,1.0518590437,1.6715438674,41.1562571192,100.861176316,0.4952536211,0.6380526185,0.7371766387,0.7637038493,1.0731878034,1.1751757936,12.884661307
5230,90.4599503724,0,1.5210104015,6.7246521182,0.199699252,5.2036417167,0.0213382942,0.1651732062,0.7391669066,17.748849624,0.0440268213,0.8891048051,0.9971018569,0.812698585,-0.012579792,57.7731232125,82.737895474,1.4589451366,2.0096381438,34.3847022047,-0.3902380006,0.2488877184,22.3197138719,90.4599503724,0.3071316034,0.3667630905,0.5256865501,0.4927534099,0.5986397145,0.5836680272,7.2159226375
5231,50.1161196629,0,1.3404613669,5.6601443367,0.0798844428,4.3196829698,-0.2733204225,0.1057297772,0.9435511059,10.3575804175,-0.0333094958,-0.6008647887,8.0659412487,9.71E-06,0.5507490427,23.8859089917,36.3798979626,-0.3172613994,-0.6184577877,5.3927198006,-0.7060232777,1.1688164768,19.5164738683,50.1161196629,-0.2259531406,-0.3632118983,-0.0230835732,-0.0368428665,0.6489879681,0.8273364754,2.1364085533
5232,158.9836728602,0,1.2818369433,5.4161938203,0.0384297465,4.1343568769,0.0041501411,0.1893308204,0.6367683305,23.0595159272,-0.0517044519,0.3910447772,5.049506447,0.4012100096,0.7396452255,95.4261838199,148.5198465026,3.9657966319,2.9293458158,25.7947809833,7.3668973229,0.7768702464,58.2987088817,158.9836728602,1.6926773762,2.2172015301,0.6229182082,2.0950722229,1.765065956,1.6945555981,30.0341467555
5234,159.6260108801,0,12.0046331024,17.0212658308,0.4435013707,5.0166327284,0.4410626408,0.5543842575,5.5612539104,29.6039516891,0.1009856602,0.01237633,3.1135426776,1.3537411001,0.1582840526,96.9456084091,139.4961384905,2.7761417955,1.39617389,33.8363446217,5.9951451853,1.3296976696,54.3379768066,159.6260108801,1.0601913754,0.9319328817,0.3809129187,0.5378490592,1.1376858859,1.1195337376,12.9465783923
5235,89.3579109694,0,-0.6877125873,3.7620776163,0.0200056596,4.4497902035,-0.4363084803,0.038031161,0.0924521867,9.2633395191,-0.01987274,-0.2061148339,3.4271386652,0.222725217,0.7676738617,67.624162489,82.1623367407,0.5707335963,0.3429592921,12.7436746359,0.823607299,2.6798755385,53.4861469577,89.3579109694,0.3204637977,0.2785306102,0.295836617,0.3464499539,-0.0411023369,0.4299863824,5.2748347326
5238,96.7327744107,0,1.0400927356,5.7690736177,0.128597748,4.7289808821,0.0543185184,0.1065675905,0.4657278494,17.9898696147,0.0160856356,0.0102281272,3.7684312159,0.645879631,0.3433292598,62.0922162006,87.1888553407,-0.2944609324,0.7635575768,17.5558989028,2.37906708,0.7522209366,42.4517111503,96.7327744107,0.1391324122,0.2788067269,0.247028966,0.2340679345,0.9890142724,0.9084792437,7.1067695254
5239,1.9882149296,0,1.3634869095,3.1746806449,-0.0315968289,1.8111937354,0.0172056874,0.0588185595,0.6645377674,-3.3550446571,-0.0024358957,1.038192497,6.1026583749,-0.4730748411,1.0008172258,-6.183987266,-7.2930300437,-0.6868375149,-0.0993090488,-12.8920844628,0.3006977231,0.8551970142,7.0942369886,1.9882149296,0.6014502668,0.5611029996,0.0223008405,0.0945086727,-0.038292348,-0.2064112964,2.2460018794
5242,131.9266130248,0,5.8931622116,10.5785704158,0.321153835,4.6854082042,0.2579123217,0.3550306282,2.6886687841,21.0424627286,0.0022276535,0.661255677,-3.0059813989,0.9855863089,0.4378798666,91.5357631653,124.3559338518,1.3881022321,0.8343286424,43.2771551603,3.4427352446,0.4633887872,43.4277705284,131.9266130248,0.7646460731,0.9839901394,0.2000292336,0.2179943783,1.3418808209,1.1535570739,11.7777079579
